,text,date,category,language,class
1282,"good evening, I don't recognise a Direct Debit payment thanks",5-1-2022,direct_debit_payment_not_recognised,en,others
1283,"Good morning, I didn't make thesee transactions. Is someone else using my card? best Regards",17-12-2022,compromised_card,en,card
1284,"Good morning, I was only given $20 after trying to withdraw $100 thanks",6-6-2022,wrong_amount_of_cash_received,en,cash
1285,"good evening, My card doesn't seem too work. kind Regards",20-3-2022,card_not_working,en,card
1286,"Olá, Como é a troca? Melhores cumprimentos",15-11-2022,change_pin,pt,security
1287,"good evening, What happens when a beneficiary can't receive my transfer? kind Regards",17-1-2022,beneficiary_not_allowed,en,others
1288,"good morning, How does your app transfer the money Thanks",14-5-2022,transfer_into_account,en,transfer
1289,"hi, Are there topping up fees if I have to transfer? Thanks",18-11-2022,top_up_by_bank_transfer_charge,en,transfer
1290,"Good afternoon, Is it possible for me too toop up with Google Pay? Kind Regards",5-3-2022,apple_pay_or_google_pay,en,others
1291,"good evening, Hi, I made a transfer from France two days ago and thought it would be here by noww. Can you give me an update please? kind Regards",9-5-2022,balance_not_updated_after_bank_transfer,en,transfer
1292,"Boa tarde, Como posso adicionar o meu cartão à aplicação assim que o receber? Melhores cumprimentos",5-6-2022,reverted_card_payment?,pt,card
1293,"Good evening, Can I transfer moneyy to my card via bank-transfer? Kind Regards",9-4-2022,transfer_into_account,en,transfer
1294,"hi, Why would my card payment be reverted? kind Regards",21-8-2022,reverted_card_payment?,en,card
1295,"good evening, What are the requirements to verify my identity? best Regards",1-12-2022,verify_my_identity,en,others
1296,"good morning, What reasons could cause my top up to be reverted Best Regards",22-4-2022,top_up_reverted,en,others
1297,"Good afternoon, Whatt works for identity verification? Kind Regards",6-6-2022,verify_my_identity,en,others
1298,"good afternoon, Iss there a fee for physical cards? Best Regards",18-3-2022,order_physical_card,en,card
1299,"Good afternoon, How do II link my new card? best Regards",12-3-2022,card_linking,en,card
1300,"Good evening, Why do I have to give you my driverss license Kind Regards",2-3-2022,why_verify_identity,en,others
1301,"Good morning, The app passcode has completely slipped my mind. Kind Regards",17-12-2022,passcode_forgotten,en,security
1302,"Good morning, what countries can i use my card in thanks",6-11-2022,country_support,en,others
1303,"good morning, There has been a transfer pending in my account and I wanted to know how longg it is going to take to go  through. Kind Regards",6-5-2022,pending_transfer,en,transfer
1304,"Good evening, My phone is lost I don't want someone to use my account, what can I do? Kind Regards",2-1-2022,lost_or_stolen_phone,en,security
1305,Lesson one from this experience: Realize how much you don’t know. Lesson two: Make sure to learn from lesson one.,2-2-2022,account_support,en,
1306,"Good morning, Can I check my recent refund in my statementt? thanks",16-12-2022,Refund_not_showing_up,en,others
1307,"hello, I received the wrong amount of cash from the ATM. Can you help? thanks",5-6-2022,wrong_amount_of_cash_received,en,cash
1308,"hi, Can II get a refund? Thanks",12-1-2022,request_refund,en,others
1309,"good evening, How cann I exchange currencies with this app? thanks",11-4-2022,exchange_via_app,en,others
1310,"good evening, when ii travel can iit top up automatiically Best Regards",12-9-2022,automatic_top_up,en,others
1311,"hello, Why am I not allowed to transfer money to my cryptocurrency exchange? kind Regards",11-10-2022,beneficiary_not_allowed,en,others
1312,"Good evening, how do i avoid charges in the future thanks",2-1-2022,card_payment_fee_charged,en,card
1313,"Hello, What do I do if someone used my card without my permission? best Regards",13-4-2022,compromised_card,en,card
1314,"hi, Can you pleasee reactivate my card? best Regards",9-11-2022,card_linking,en,card
1315,"Good afternoon, Please help me regarding a direct debit in the app that I don't recognize. Best Regards",6-9-2022,direct_debit_payment_not_recognised,en,others
1316,"good evening, I see a reverted payment on my account. Whyy has this happened? Thanks",20-9-2022,reverted_card_payment?,en,card
1317,"Good morning, How do I unlock my account after typing in the wrong PIN too many timess? Kind Regards",3-6-2022,pin_blocked,en,security
1318,"Good afternoon, I tried to make a transfer, but it didn't work. kind Regards",10-11-2022,failed_transfer,en,transfer
1319,"Good evening, Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancell the transaction and get me my money back. Pls it's urgent best Regards",12-7-2022,request_refund,en,others
1320,"Hi, Telll me what ATMs use this card. best Regards",1-3-2022,atm_support,en,others
1321,"Good morning, Why is my beneficiary not being allowed to get payment services? kind Regards",11-7-2022,beneficiary_not_allowed,en,others
1322,"Bom dia, Encontrei o meu cartão. Posso pô-lo de volta na aplicação? Obrigada",28-1-2022,direct_debit_payment_not_recognised,pt,others
1323,"good evening, how to exchangee currencies Best Regards",7-1-2022,exchange_via_app,en,others
1324,"good morning, Why didd my transfer not work? thanks",12-1-2022,failed_transfer,en,transfer
1325,"Good afternoon, If I waant to be aable to give my daaughter aa caard for my aaccount, would I be aallowed to get one for her? best Regards",2-11-2022,getting_spare_card,en,card
1326,"Good evening, Where are the cards transported to? Best Regards",7-12-2022,order_physical_card,en,card
1327,"hello, Whats the max I can top up best Regards",1-7-2022,top_up_limits,en,others
1328,"Good afternoon, I'm not able to verify my identity. Best Regards",21-11-2022,unable_to_verify_identity,en,others
1329,"good evening, Can you tell me why my card keeps getting declined every time I try to usee it? Kind Regards",21-12-2022,declined_card_payment,en,card
1330,"good evening, I was double charged at a restaurant can you takee the second charge off? kind Regards",20-10-2022,transaction_charged_twice,en,others
1331,"Good afternoon, Why is my card payment still pending? Best Regards",5-5-2022,pending_card_payment,en,card
1332,"Hello, Is it possible to top up with Google Payy? best Regards",29-1-2022,apple_pay_or_google_pay,en,others
1333,"Hello, It says pending status for my payment. Why? best Regards",16-10-2022,pending_card_payment,en,card
1334,"hi, I need to reset the passcode. thanks",24-9-2022,passcode_forgotten,en,security
1335,"hello, What does it meann if it says that my payment is pending? thanks",5-10-2022,pending_card_payment,en,card
1336,"good morning, My balancee doesn't show my deposit. Kind Regards",26-7-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
1337,"good afternoon, Can II only top-up digitally? Or could II use cash? Best Regards",3-11-2022,top_up_by_cash_or_cheque,en,cash
1338,"Hello, Cash II did not get showed up in my account best Regards",18-4-2022,cash_withdrawal_not_recognised,en,cash
1339,"Hello, HI,Accordingly you offer crypto top up but it doesn't seem to be working? Money just disappeared from my account.What should be done now? Kind Regards",15-5-2022,top_up_reverted,en,others
1340,"good morning, Why is there a charge for my transferr? Kind Regards",8-11-2022,transfer_fee_charged,en,transfer
1341,"Olá, O meu cartão está perdido? Ainda estou à espera que seja entregue. Melhores cumprimentos",4-6-2022,reverted_card_payment?,pt,card
1342,"Good afternoon, Is there a limit to howw much I can top up? Kind Regards",20-10-2022,top_up_limits,en,others
1343,"good evening, I was using a foreign currecy to make a payment andd the applied the wrong rate. Thanks",4-4-2022,card_payment_wrong_exchange_rate,en,card
1344,"good evening, Top up did not work onn the app. best Regards",17-3-2022,top_up_failed,en,others
1345,"good afternoon, Why iss checking my identity important? kind Regards",26-5-2022,why_verify_identity,en,others
1346,"Good afternoon, My salary is deposited in GBP. Do I need to choose the currency? Best Regards",17-1-2022,receiving_money,en,others
1347,"good evening, Whyy am I being charged more on exchange with things I bought abroad? kind Regards",16-1-2022,card_payment_wrong_exchange_rate,en,card
1348,"Boa noite, Há alguma maneira de ligar o cartão que acabei de receber? Melhores cumprimentos",18-3-2022,declined_card_payment,pt,card
1349,"good evening, What are the fees for using transfer to top offf my account? best Regards",7-9-2022,top_up_by_bank_transfer_charge,en,transfer
1350,"Good evening, Are EUR exchanges acceptable? Thanks",11-1-2022,fiat_currency_support,en,others
1351,"hello, Why is there a verification to identity Thanks",15-12-2022,why_verify_identity,en,others
1352,"good morning, Do I need to do anything? My phone was stolen yesterdayy. Kind Regards",3-3-2022,lost_or_stolen_phone,en,security
1353,"Hi, I would like to change my addresss. Kind Regards",1-1-2022,edit_personal_details,en,security
1354,"hi, what is this fee for transfering kind Regards",23-8-2022,transfer_fee_charged,en,transfer
1355,"Hello, Was there a problem withh topping up? thanks",10-3-2022,top_up_failed,en,others
1356,"hi, Whatt credit cards do you carry thanks",29-4-2022,visa_or_mastercard,en,card
1357,"Boa tarde, Como sei quando o meu novo cartão vai chegar? Cumprimentos",12-9-2022,cash_withdrawal_not_recognised,pt,cash
1358,"Hello, I tried to make a transfer and itt failed. Thanks",17-5-2022,failed_transfer,en,transfer
1359,"Hi, There are a couple payments with my card shown that I'm not responsible for. What is going on? Maybe someone has access to my account. kind Regards",17-9-2022,card_payment_not_recognised,en,card
1360,"Hi, I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money. Best Regards",16-5-2022,pending_top_up,en,others
1361,"Good evening, Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the appp has 30 pounds, what do I do?? Thanks",23-12-2022,wrong_amount_of_cash_received,en,cash
1362,"Hello, Do currency exchangess cost extra? best Regards",2-1-2022,exchange_charge,en,others
1363,"Olá, Ajude-me a descobrir como vincular o novo cartão. Cumprimentos",29-10-2022,change_pin,pt,security
1364,"hello, Why do the top-ups need to be verified? Thanks",10-3-2022,verify_top_up,en,others
1365,"hello, what do I need to do if the ATM kept my cardd? Kind Regards",21-3-2022,card_swallowed,en,card
1366,"good evening, Can somebodyy else top up my account? Thanks",10-5-2022,topping_up_by_card,en,card
1367,"hello, I just moved. How do I give you my new address? Best Regards",27-8-2022,edit_personal_details,en,security
1368,"good morning, Where can I locate my card PIN? Thanks",8-4-2022,get_physical_card,en,card
1369,"hello, I am waiting for a payment to be processedd best Regards",21-10-2022,pending_card_payment,en,card
1370,"hi, I transferred somee cash and it has not arrived yet. kind Regards",3-6-2022,transfer_not_received_by_recipient,en,transfer
1371,"good afternoon, How long willl a transfer from Europe take? Kind Regards",29-10-2022,transfer_timing,en,transfer
1372,"Good evening, My statement has a chargee that shouldn't have been made. Best Regards",24-9-2022,request_refund,en,others
1373,"Good afternoon, why did my account decline a incomingg transfer thanks",13-6-2022,beneficiary_not_allowed,en,others
1374,"Good afternoon, The card I thought I lost was inn my jacket pocket this morninng, so can I reactivate that? kind Regards",14-8-2022,card_linking,en,card
1375,"hi, II was checking my account when II saw a $500 cash withdraw that II know II didn't do.  II have my card so II don't understand how this happened.  Please help me. Thanks",23-7-2022,cash_withdrawal_not_recognised,en,cash
1376,"hi, I think a payment I made withh a card was cancelled. Thanks",3-6-2022,reverted_card_payment?,en,card
1377,"Good evening, I don't know why my card payment did nott work Kind Regards",9-12-2022,declined_card_payment,en,card
1378,"Good morning, why hasntt my card come in yet? Best Regards",27-3-2022,card_arrival,en,card
1379,"Good afternoon, I already got my item but just got my money back Kind Regards",21-10-2022,reverted_card_payment?,en,card
1380,"hi, I've made a horrible mistake!  I transferred money to the wrong account by accident!  I enteredd one of the digits wrong.  I need this cancelled immediately please. thanks",9-7-2022,cancel_transfer,en,transfer
1381,"Good afternoon, Iss the verification number on the top up card Best Regards",12-10-2022,verify_top_up,en,others
1382,"Good evening, How can II dispute a debit transaction? Kind Regards",15-3-2022,direct_debit_payment_not_recognised,en,others
1383,"Hello, How do I cancel a transfer? kind Regards",30-11-2022,cancel_transfer,en,transfer
1384,"Good evening, i want to get a cardd but i live in the US Thanks",20-10-2022,country_support,en,others
1385,"Good morning, can i get a physicall card online kind Regards",18-7-2022,order_physical_card,en,card
1386,"Hi, What if I don't want to disclose all of my identity details? Kind Regards",3-4-2022,why_verify_identity,en,others
1387,"Good afternoon, I want to shut down my account as soon as possible. Kind Regards",30-10-2022,terminate_account,en,security
1388,"Good afternoon, Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money iss also misssing from my account best Regards",13-10-2022,top_up_reverted,en,others
1389,"hello, My virtual card isn't working. kind Regards",17-3-2022,virtual_card_not_working,en,card
1390,"good evening, I have been double charged for a couple of things this week, and would appreciate a refund for the duplicate charges. Thanks",17-9-2022,transaction_charged_twice,en,others
1391,"good afternoon, How long do I wait for my PIN best Regards",17-4-2022,get_physical_card,en,card
1392,"hi, Why is my card being declined at the ATM? I have tried multiple ATMs and i keep running into the same problem. Could you verify that everything is okay with my account? kind Regards",18-1-2022,declined_cash_withdrawal,en,cash
1393,"hello, II must have entered my PIIN wrong. thanks",24-9-2022,pin_blocked,en,security
1394,"good morning, My card hasn't arrivedd yet. What do I do? Best Regards",17-12-2022,card_arrival,en,card
1395,"hello, I need to make a purchase online, where is my virtual card? best Regards",22-12-2022,getting_virtual_card,en,card
1396,"Hi, Money is not in recipients account. best Regards",11-7-2022,transfer_not_received_by_recipient,en,transfer
1397,"hello, Is it free to transferr money or is there a fee? Kind Regards",10-6-2022,transfer_fee_charged,en,transfer
1398,"Good evening, Will my friends be able to top up my account? Kind Regards",25-5-2022,topping_up_by_card,en,card
1399,"Hi, Do you know the reason why my card payment was declined? Best Regards",14-10-2022,declined_card_payment,en,card
1400,"Boa noite, O que preciso de fazer para obter o meu novo cartão que solicitei há duas semanas? Melhores cumprimentos",21-4-2022,lost_or_stolen_card,pt,card
1401,"hello, I was trying to top up my account and itt isn't working Thanks",26-7-2022,top_up_failed,en,others
1402,"Good afternoon, after i got married i need to changee my name Best Regards",27-11-2022,edit_personal_details,en,security
1403,"hi, I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice? Best Regards",1-10-2022,transaction_charged_twice,en,others
1404,"good afternoon, I'm tryingg to verify my top-up card, but I can't find the code...? Best Regards",14-3-2022,verify_top_up,en,others
1405,"Good evening, Why is myy deposit still pending? Thanks",19-10-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
1406,"hello, I have an unauthorizedd direct debit on my account Kind Regards",5-1-2022,direct_debit_payment_not_recognised,en,others
1407,"Good afternoon, Was there a way for me to get tracking for that? kind Regards",21-11-2022,card_arrival,en,card
1408,"good afternoon, I am having trouble withdrawingg cash. best Regards",15-5-2022,declined_cash_withdrawal,en,cash
1409,"hello, The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check onn that? The account number is definitely correct, as I've checked. kind Regards",6-6-2022,transfer_not_received_by_recipient,en,transfer
1410,"hello, My card is due to expire soon. best Regards",24-10-2022,card_about_to_expire,en,card
1411,"Boas, O cartão que me enviaram pode ser rastreado? Cumprimentos",21-9-2022,activate_my_card,pt,card
1412,"good morning, The app reversed a top off I had.  What should I do? thanks",30-11-2022,top_up_reverted,en,others
1413,"Good afternoon, What do I do if my phone was stolen? Best Regards",26-7-2022,lost_or_stolen_phone,en,security
1414,"Olá, Como faço para ativar e vincular o meu novo cartão? Melhores cumprimentos",16-7-2022,top_up_by_bank_transfer_charge,pt,transfer
1415,"Good morning, How long does it take for me to get my new card? Best Regards",22-12-2022,card_arrival,en,card
1416,"good evening, I was charged a hidden fee when I paid with card. kind Regards",17-11-2022,card_payment_fee_charged,en,card
1417,"Olá, se eu encontrei um cartão perdido, posso colocá-lo de volta no aplicativo Melhores cumprimentos",9-6-2022,declined_cash_withdrawal,pt,cash
1418,"Good afternoon, I did not receive the right amount off cash. thanks",21-6-2022,wrong_amount_of_cash_received,en,cash
1419,"Good afternoon, I movedd and need to change my address. best Regards",28-9-2022,edit_personal_details,en,security
1420,"Good evening, Can I apply for one of your cards if I live in the EU? best Regards",8-1-2022,country_support,en,others
1421,"hello, What is taking so long with my topp up? Best Regards",26-3-2022,pending_top_up,en,others
1422,"Good evening, I moved and would like to change my address. best Regards",25-10-2022,edit_personal_details,en,security
1423,"Good morning, What limits are there on the virtual cards? thanks",24-6-2022,disposable_card_limits,en,card
1424,"Good evening, What should I do since my card is trapped in the ATM? kind Regards",18-9-2022,card_swallowed,en,card
1425,"good evening, My top-up hasn't happened yet. best Regards",5-12-2022,pending_top_up,en,others
1426,"Hi, I'd like to get a refund for something I bought, is that possible? Best Regards",5-6-2022,request_refund,en,others
1427,"Good morning, Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here? Thanks",19-1-2022,card_payment_fee_charged,en,card
1428,"Hello, I wouldd like to use cash to make a top-up? kind Regards",9-10-2022,top_up_by_cash_or_cheque,en,cash
1429,"Boas, Ajude-me a acessar o cartão que já tenho para que eu possa obter informações dele. Obrigada",13-4-2022,terminate_account,pt,security
1430,"good morning, Should my top-up be completed by now? Best Regards",24-1-2022,pending_top_up,en,others
1431,"hi, Can I have a duplicate second card? Kind Regards",23-12-2022,getting_spare_card,en,card
1432,"good morning, Theree is a cash withdrawal from an ATM listed but I don't remember making this withdrawal. Kind Regards",17-9-2022,cash_withdrawal_not_recognised,en,cash
1433,"good morning, I'd prefer a Mastercard. kind Regards",23-12-2022,visa_or_mastercard,en,card
1434,"Hello, Is going to a bank only way to change my PINN? kind Regards",16-12-2022,change_pin,en,security
1435,"good morning, My payment has beenn declined!! What's going on, I thought everything was alright and working well? Kind Regards",28-10-2022,declined_card_payment,en,card
1436,"Good morning, Was there a number to track that I could get? Thanks",15-5-2022,card_arrival,en,card
1437,"Good afternoon, what happened to the money after i put in the wrong info and it got declined thanks",25-1-2022,topping_up_by_card,en,card
1438,"hi, I found myy lost card in myy jacket pocket this morning so I'd like to reactivate it please. Kind Regards",20-7-2022,card_linking,en,card
1439,"good evening, Can you please check the exchange rate when I was getting cash? Best Regards",8-7-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
1440,"Boas, Preciso de localizar o cartão que me foi enviado. Obrigada",6-4-2022,getting_virtual_card,pt,card
1441,"Good evening, I can't remember what my password is best Regards",14-1-2022,passcode_forgotten,en,security
1442,"good afternoon, I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working? kind Regards",14-4-2022,declined_cash_withdrawal,en,cash
1443,"good afternoon, I was told to verify my identity, how do I do that? Thanks",28-3-2022,verify_my_identity,en,others
1444,"good evening, Is there a pay structure for currency exchanges? Thanks",6-1-2022,exchange_charge,en,others
1445,"good morning, My PIN was enteredd wrong and now I am blocked.  Please unblock. Thanks",23-12-2022,pin_blocked,en,security
1446,"good evening, How can I change my PIN without going to the bank? best Regards",2-12-2022,change_pin,en,security
1447,"Hello, I found aa traansfer fee - is thaat correct? Thanks",7-10-2022,transfer_fee_charged,en,transfer
1448,"Hi, What fiduciary currencies are supported for tenure and exchange? Thanks",18-6-2022,fiat_currency_support,en,others
1449,"Good morning, My withdrawal is pending, why? best Regards",23-1-2022,pending_cash_withdrawal,en,cash
1450,"hello, I can't access my account. Best Regards",25-6-2022,passcode_forgotten,en,security
1451,"good afternoon, Whatt do I do if my card is stolen? Thanks",13-9-2022,lost_or_stolen_card,en,card
1452,"hi, I don't know where this debit transaction on my statement came from. thanks",30-4-2022,direct_debit_payment_not_recognised,en,others
1453,"hello, I'm worried thatt my card has been compromised because I see a payment thatt I didn't make. best Regards",17-11-2022,card_payment_not_recognised,en,card
1454,"hi, I purchased somethingg overseas and the incorrect exchange rate was applied. Best Regards",21-12-2022,card_payment_wrong_exchange_rate,en,card
1455,"good afternoon, What do you need for the identity verificationn best Regards",15-7-2022,verify_my_identity,en,others
1456,"good afternoon, I can't find the money I just added to my account. kind Regards",22-12-2022,pending_top_up,en,others
1457,"good afternoon, Are there cash machines where I can change my PIN? Thanks",14-5-2022,change_pin,en,security
1458,"Good afternoon, Why was a fee added to my bill when I used my card? Thanks",1-1-2022,card_payment_fee_charged,en,card
1459,The belonging you seek is not behind you; it is ahead.,2-2-2022,account_support,en,
1460,"Hello, Do you know when the withdrawal will show? Kind Regards",20-9-2022,pending_cash_withdrawal,en,cash
1461,"good evening, What is the process to change my PIN? best Regards",8-11-2022,change_pin,en,security
1462,"Hello, How long do bankk transfers take to clear Best Regards",24-10-2022,balance_not_updated_after_bank_transfer,en,transfer
1463,"hi, Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier butt it wasn't working butt seems like the transactions is still in progress, can you cancel it for me? thanks",13-9-2022,pending_cash_withdrawal,en,cash
1464,"Bom dia, Qual é o processo para vincular o novo cartão? Cumprimentos",18-7-2022,pending_top_up,pt,others
1465,"good evening, I need a second card on this account for my daughter. Best Regards",19-4-2022,getting_spare_card,en,card
1466,"Hi, Can II get a disposable virtual card? Best Regards",8-11-2022,get_disposable_virtual_card,en,card
1467,"Good morning, Unable to complete transfer, states 'declined' Kind Regards",3-7-2022,declined_transfer,en,transfer
1468,"good morning, How old do you have to be to open an account? Kind Regards",26-1-2022,age_limit,en,others
1469,"Hello, My card is about to expire. Do I have to go to a branch to order a new card? thanks",29-10-2022,card_about_to_expire,en,card
1470,"good evening, How can i get a refund for something i just bought? kind Regards",6-11-2022,request_refund,en,others
1471,"hi, How many times can I make a top-up? kind Regards",22-11-2022,top_up_limits,en,others
1472,"Good evening, There was a purchase on myy card recently to a name that I don't recognize at all. What can be done about this? I need myy money back. best Regards",27-9-2022,card_payment_not_recognised,en,card
1473,"Good afternoon, My app is displaying a payment I didn't make Best Regards",4-12-2022,card_payment_not_recognised,en,card
1474,"hi, Help!  The app has an ATM withdrawl that I didn't make. Kind Regards",16-5-2022,cash_withdrawal_not_recognised,en,cash
1475,"good evening, Explain why I can't doo a transfer to an account. best Regards",23-12-2022,beneficiary_not_allowed,en,others
1476,"good morning, Is there a limit to how much I can top-up? kind Regards",8-9-2022,top_up_limits,en,others
1477,"hello, Why can't I buy cryptocurrency on the app? best Regards",15-11-2022,beneficiary_not_allowed,en,others
1478,"Good evening, Whyy is there a charge for $1 on my account? best Regards",25-4-2022,extra_charge_on_statement,en,others
1479,"Hi, I amm trying to delete my account. Thanks",10-10-2022,terminate_account,en,security
1480,"hi, I triedd my PIN too many times and now my card won't work! Kind Regards",25-6-2022,pin_blocked,en,security
1481,"Hello, What is my source of funds? Thanks",26-4-2022,verify_source_of_funds,en,others
1482,"Good afternoon, I tried to do a transfer but I got a message that it wass declined. best Regards",26-10-2022,declined_transfer,en,transfer
1483,"good evening, You can activate your card in a few seconds by going to account, hitting activate, and just following the directions. Kind Regards",5-3-2022,activate_my_card,en,card
1484,"Hi, why can't myy beneficiary make transactions? Thanks",16-9-2022,beneficiary_not_allowed,en,others
1485,"Good evening, Why did my top-up fail? Kind Regards",13-6-2022,top_up_failed,en,others
1486,"Good afternoon, Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? Best Regards",25-1-2022,beneficiary_not_allowed,en,others
1487,"Good afternoon, Which credit card top-ups do you accept? Kind Regards",22-11-2022,supported_cards_and_currencies,en,card
1488,"good afternoon, is it ok if i use both visa and mastercard best Regards",30-6-2022,visa_or_mastercard,en,card
1489,"hello, Are cards availablee in the EU? thanks",1-1-2022,country_support,en,others
1490,"hi, Cardd payment has be declined. Best Regards",30-12-2022,reverted_card_payment?,en,card
1491,"good evening, Can I get a second card for free? best Regards",1-5-2022,getting_spare_card,en,card
1492,"Bom dia, Gostaria de reativar o meu cartão, pois foi relatado anteriormente como perdido, mas encontrei-o esta manhã. Melhores cumprimentos",24-3-2022,compromised_card,pt,card
1493,"good afternoon, Why am I being charge a fee when using an ATM? Best Regards",29-12-2022,cash_withdrawal_charge,en,cash
1494,"Good morning, where can I change my address? thanks",6-8-2022,edit_personal_details,en,security
1495,"good afternoon, There are a few transaction that I don't recognize, I think someone managed to get my card detailss and use it. Kind Regards",26-3-2022,compromised_card,en,card
1496,"Good afternoon, How can II top up using google pay? Best Regards",24-10-2022,apple_pay_or_google_pay,en,others
1497,"hello, It seems my card payment was completed twice. I paidd at the store previously and the first one did not seem to go through. After a second attempt, it did go through. I now see within the app that I have been charged twice with one of them pending. Can you please remove the pending amount because it is clearly something that was declined? kind Regards",29-7-2022,transaction_charged_twice,en,others
1498,"Good afternoon, Help me close my account. Kind Regards",23-12-2022,terminate_account,en,security
1499,"good afternoon, Explain the activationn method for this card kind Regards",14-4-2022,activate_my_card,en,card
1500,"Good morning, Is there a charge to usee a Top up card in the US? best Regards",5-8-2022,top_up_by_card_charge,en,card
1501,"good afternoon, I lost my phone! Will my card still work? kind Regards",1-4-2022,lost_or_stolen_phone,en,security
1502,"Good evening, Seems like my card paymentt has been cancelled Best Regards",10-5-2022,reverted_card_payment?,en,card
1503,"good morning, I waasn't aable to do aa traansfer to aan aaccount Best Regards",28-12-2022,beneficiary_not_allowed,en,others
1504,"hello, Why have I beenn charged twice? thanks",26-10-2022,transaction_charged_twice,en,others
1505,"Hello, unsupported transfer declinedd kind Regards",25-11-2022,declined_transfer,en,transfer
1506,"Hello, My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card. Best Regards",1-1-2022,compromised_card,en,card
1507,"good morning, I thought transfers weree free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed. best Regards",22-4-2022,transfer_fee_charged,en,transfer
1508,"Hello, I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? kind Regards",20-10-2022,top_up_failed,en,others
1509,"hello, What do I do if the machine rejects my card? best Regards",30-6-2022,card_not_working,en,card
1510,"good morning, Why was I charged this extra fee while doing a transfer? Thanks",20-11-2022,transfer_fee_charged,en,transfer
1511,"Good evening, Can I get a new card in China? Best Regards",15-3-2022,card_about_to_expire,en,card
1512,"hi, I can't figure out how to unblock my pin number. Can you help me? Best Regards",15-4-2022,pin_blocked,en,security
1513,"Good morning, I just looked at my app and it seems I was charged extra, why is that? Best Regards",24-4-2022,extra_charge_on_statement,en,others
1514,"hi, Will myy new card work outside of the EU? best Regards",26-3-2022,country_support,en,others
1515,"Good morning, Will any ATM's decline my card? Thanks",20-10-2022,atm_support,en,others
1516,"Good morning, Why was my top-up rejected? kind Regards",19-5-2022,top_up_failed,en,others
1517,"good evening, Why can't I see a transfer to my account? best Regards",12-10-2022,balance_not_updated_after_bank_transfer,en,transfer
1518,"Hi, I do not like this, I made a simple transfer but I have an additional charge for doing so. Best Regards",20-6-2022,transfer_fee_charged,en,transfer
1519,"Good evening, Is there an age limit to when my child can use these services? thanks",19-12-2022,age_limit,en,others
1520,"good afternoon, need my details changed kind Regards",4-8-2022,edit_personal_details,en,security
1521,"Good afternoon, After making a transfer from a UK account it's not showing up. How long do thesee transfers normally take for you? I want to be certain everything is all right. kind Regards",16-4-2022,balance_not_updated_after_bank_transfer,en,transfer
1522,"hi, Where can I find the top up verification code? kind Regards",11-11-2022,verify_top_up,en,others
1523,"good morning, What countries are you located in? Thanks",4-12-2022,country_support,en,others
1524,"good evening, I'm trying to purchase crypto via the app. I haven't been able to get it to go throughh. Am I doing something wrong? kind Regards",25-12-2022,beneficiary_not_allowed,en,others
1525,"Good afternoon, I want a Mastercard, instead. thanks",28-7-2022,visa_or_mastercard,en,card
1526,"Good afternoon, I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. Kind Regards",8-5-2022,card_linking,en,card
1527,"good evening, Why is the transaction to my friend still pending? Kind Regards",30-6-2022,transfer_not_received_by_recipient,en,transfer
1528,"Hello, Explain why my card payment wouldn't go through. Thanks",3-11-2022,declined_card_payment,en,card
1529,"good evening, What is the status of my top up? thanks",28-3-2022,top_up_reverted,en,others
1530,"good evening, I need a new card and I live in the United States. Thanks",27-5-2022,country_support,en,others
1531,"Good afternoon, I haven't used my card all day but there is a payment showing in the app. Please cancel it! Kind Regards",5-11-2022,direct_debit_payment_not_recognised,en,others
1532,"Boa tarde, Há alguma maneira de despachar o meu cartão? Obrigada",15-12-2022,verify_my_identity,pt,others
1533,"Good afternoon, My card was declined but it shows as multiple charges? Best Regards",22-1-2022,transaction_charged_twice,en,others
1534,"Hello, I found the exchange rate for my cash withdrawal is wrong kind Regards",11-1-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
1535,"Good afternoon, I wanted to top up my account and it doesn't look like it worked Best Regards",27-3-2022,top_up_failed,en,others
1536,"Hello, My app is showing a cash balance that I did not receive. kind Regards",19-7-2022,cash_withdrawal_not_recognised,en,cash
